@relation tweets

@attribute text string
@attribute ' class' {no,yes}

@data
'Obtén una nueva manera de comer y cambia tu alimentación con @NoesDietael próximo 22/10 en @teatrosantafe  ',no
' @henriquelazo le dará un break a los venezolanos con su stand up #Taima  Los jueves @CCulturalBOD  @humorvenezuela ',yes
'¿Te gustaría unirte a la familia #TicketMundo? Estamos en la búsqueda de taquilleros en #Maracaibo envianos tu CV a empleo@ticketmundo com',no
'Asegúrate de que tus niños tengan las mejores vacaciones en @Camplamilagrosa  ¿Qué esperas?  ',yes
'¿Estás en una relación tormentosa? Esta conferencia con @DrMiguelSira  es para tí, lunes de agosto  @Teatrochacaito  ',no
'Los feos decidieron rebelarse, los jueves, viernes y sábados en ¡Descubre su historia! @Tu_Teatro   ',no
'Las mariposas tomarán vuelo en @CCulturalBOD  a beneficio de @DaryRecibirVE  #ElVueloDelasMariposas @VayaAlTeatro  ',yes
' @profesorbriceno en @CCulturalBOD con #BriceñoYElFinDelMundo el 15 y 16/09 ¡Aprovecha para reír! @VayaAlTeatro ',no
'Emigrar no es fácil y en #TequilaORon sabrás lo que conlleva esta decisión, desde septiembre en @CCulturalBOD   ',yes
' @YoSoyKnache se estará presentando todos los #miercoles en @TeatroSambil  con la comedia #ElRompeBodas ¡Impelable! ',no
'Baile, erotismo, monólogos y humor son los protagonistas del #TestosteronasShowMens los #viernes @marbelladisco    ',yes
'Una mezcla de stand up comedy, baile y el humor venezolano #DeivisCorreaYSuZafarranShow #jueves @TeatroSambil ',yes
'¿Qué sucederá en el @Cumplefulanito ?Disfruta de una #ComediaSinLibreto sábado y domingo #Impro @CCulturalBOD ',no
'Eva decide comunicarse con Dios en busca de respuestas #AloDiosHablaEva con @YoSoyKnache ahora en @CCulturalBOD   ',no
'Eva decide comunicarse con Dios en busca de respuestas #AloDiosHablaEva con @YoSoyKnache ahora en @CCulturalBOD   ',no
'\'Hasta el ultimo trago\' de confesiones los jueves, viernes, sábados y domingos en @urbancuple #Comedia #teatro ',yes
'Con 6 años ininterrumpidos, #AmoresDeBarra y algo más    Jueves, viernes y sábado en @eurobuilding ¡Buen Teatro! ',yes
'La Guarachera de América #CeliaCruz es homenajeada en @CCulturalBOD sábados y domingos #Azucar ',yes
'Dos presos en una misma, celda uno político y otro homosexual ¿Qué sucederá? #ElBesoDeLaMuJerAraña @CculturalChacao  ',yes
'¿Te imaginas hacer realidad la película que soñaste y manejarla a tu antojo? \'69 sombras de Greysmar\' en @urbancuple ',no
'Las mariposas tomarán vuelo en @CCulturalBOD a beneficio de @DaryRecibirVE #ElVueloDelasMariposas @VayaAlTeatro ',no
'#IdolosDelLlano esta vez #LaBatallaDeLosSexos @SoyElCantaclaro  y @SCARLETLINARES2 22/10 #Eurobuilding @losidolosnet htt //ow ly/cjif303vs20',no
'Hoy @bucanerosbbc  se disputa la victoria ante #CaracasFSC en el Domo José María Vargas ¡Apóyalos! ',no
'#IntercolegialDelPlaneta2016 Gaitas, colegios, música y djs el 20/11 @eurobuilding  ¡La gran final! @losidolosnet  ',no
'La historia de Cenicienta cobra vida una vez más en #CenicientaMía en #Valencia #TeatroMunicipal #domingo ',no
' @SixtoRein ,@MelodiaPerfect , @CaiboMusica y @RonaldBorjas #VolandoContigo el 29/10 en #Anfiteatro de @tusambil ',no
'@RDelBufalo , @Kabetokhk y @RolandoMuchacho regresan con #VIRAL  Los Martes de agosto en @CCulturalBOD   #StandUp ',no
'Aprovecha el 2x1 de @MicroteatroVzla de martes a viernes 2 personas disfrutan de una obra con 1 solo ticket ',no
'Si ríes con lo bueno y lo malo de este país es porque \'Venezolano tenías que se\'\'  #Guatire 24/09 @Organizacion4G   ',no
'La salud, el bienestar y el fitness y mucho más en un mismo evento @balukaeventos  #BalukaFest del 29/09 al 02/10 ',yes
'#PrimeTime stand up mezclado con la experiencia de ver televisión Con @Danielpistola   y @ChuchoRZ @CCulturalBOD ',yes
' @Lacelis es una mujer acontecida y lo asume con humor en su stand up #EstamosEnEso el 10/09 #Guatire ',no
'Si tienes alguna duda o inconveniente comunícate con Atención al Cliente al 0501 8425386 o escribe a atencionalcliente@ticketmundo com',yes
'La salud, el bienestar y el fitness y mucho más en un mismo evento @balukaeventos  #BalukaFest del 29/09 al 02/10 ',no
'La salud, el bienestar y el fitness y mucho más en un mismo evento @balukaeventos  #BalukaFest del 29/09 al 02/10 ',yes
'¡Caracas! @ChinoyNacho  tienen una nueva función en nuestra ciudad ¡Nadie se quedará por fuera! Este 14/10 en #CCCT ',no
' @vanessasenior te hará sentir identificado con sus historias de amor y despecho #VanessadasElComienzo @Escena8 ',no
' @ErikaDLV  advierte \'Tú no sabes quién soy yo\' en su nuevo stand up comedy  Viernes 09/09 Teatro Santa Rosa de Lima ',no
'Ven a disfrutar de la historia de Maléfica y Caspian los sábados y domingos del mes de agosto en el @CCulturalBOD  ',yes
'El humor es lo único que no escasea en nuestro país por eso disfruta de #HumorSinEscasez #Jueves @Escena8  ',yes
'Caracas no se podía quedar por fuera en este #RadioUnversoTour de @ChinoyNacho el 15 Y 16/10 en el #CCCT ¿Vas a ir? ',no
'Los feos decidieron rebelarse, los jueves, viernes y sábados en ¡Descubre su historia! @Tu_Teatro   ',no
'#RelatosBorrachos advertencia  contiene un alto grado de carcajadas  Los viernes sábados y domingos en @UrbanCuple  ',yes
'Con @ATodoVolumen16  revivirás los años 80 ¿Te animas? Sábados y domingos de agosto y septiembre @CculturalChacao  ',no
'¡Atención! Queda suspendido oficialmente el evento \'Gran Festival por Venezuela\' a efectuarse el sábado 27 de agosto ',no
'Caperucita El Musical una historia llena de amor y valores para toda la familia, sábados y domingos  @TeatroSambil ',no
'Descubre lo que le puede suceder a las mujeres enamoradas y desesperadas #DeVeloYCorona #Fines @CCulturalBOD   ',yes
'3 pacientes y una psiquiatra desencadenan situaciones absurdas e inesperadas #PsicopatiaJauja @CCulturalBOD  ',yes
'Pelear no es la mejor solución \'Venciendo al dragón verde\' te lo hará saber entre música y  magia @UrbanCuple  ',yes
'Ellos \'Stand Fritos\' por eso su humor y su rutina de stand up comedy es única ¡Reír es el plan! @MaromaBar  #Jueves ',no
' @ErikaDLV  regresa a Vzla con su exitoso stand up   comedy \'Tu no sabes quien soy yo\' #Valencia @HesperiaVE  11/09 ',yes
'@giannilm Hola Giannina, si deseas puedes enviarnos tus datos  nombre y apellido, cédula y teléfono para solicitar el status del reembolso',yes
'El VI Festival de Mariachis se celebrará el 16 de septiembre en el #ForumDeValencia ¿Te Animas? ',yes
'@tamary2010 Hola Tania, envíanos tus datos por mensaje privado para solicitar el status  Saludos  )',no
'@tamary2010 Hola Tania, envíanos tus datos por mensaje privado para solicitar el status  Saludos  )',no
'@lgarbla Hola, envíanos tu nombre completo cédula y teléfono por DM para solicitar el status de tu reembolso  Saludos  )',yes
'RT @CculturalChacao  @somosokills nos contagiarán con su tour #VenezuelaSupersónica este #22Sep a las 7pm entradas en @TICKETMUNDO https //…',yes
'RT @ACCDMinerosdeG  Entradas para hoy en  ',yes
'Descubre la importancia de las relaciones placenteras y saludables en este taller de @sexoessalud  el 03/09 ',yes
'\'Me TRANSforme en mamá\' una historia llena de enredos que podrás disfrutar viernes , sábados y domingos @UrbanCuple  ',yes
'Hay decisiones y pensamientos que cambian tu vida @Gabriel_Novoa  te guiará en ese camino el 15/09 en @CCulturalBOD  ',yes
'De las voces más talentosas de nuestro país, #GuillermoCarrasco se presenta este 24/09 en el @CCulturalBOD  ',no
'#PtoOrdaz lo estaba esperando y lo prometido es deuda, el 22/10 @ChinoyNacho  llega con su #RadioUniversotour ',no
'#Valencia el #IllusionFest estará lleno de música con @CDCrock , @chichosunshine  ,@VoxheL y @JeanperzDj 24/09 #CIEM ',yes
'Mariely Valero presenta \'En armonía de mujer\' el viernes 26/08 en el @CCulturalBOD  #NuevasTendencias ',yes
'Yoga, caminata 5k, boot camp , clase de baile con dj en vivo, frutas , hidratación y más en este #FitDay #Domingo ',no
'Si la música llanera es lo tuyo no te puedes perder #LaGalaDelLLano este 27/08 en el #Forum #Valencia ',yes
'El #GranFestivalPorVenezuela nos llenará de fe y alegría, con la presentación de @tercercielo  #Poliedro 27/08 ',no
'El maravilloso musical de Los Beatles llega a Venezuela  \'Lucy en el cielo con diamantes\'@LosBeat3 @CCulturalBOD ',no
'#Valencia @Leonardo_Padron   te invita a reflexionar con #SeBuscaUnPais este 09/09 en @HesperiaVE  ¡Vamos!  ',yes
'¿Estás en una relación tormentosa? Esta conferencia con @DrMiguelSira  es para tí, lunes de agosto @Teatrochacaito  ',no
'Ven a #Expoboda23 y sella tu promesa de amor  Planifica el mejor día de tu vida en la @expoboda del 23 al 25/09 ',no
'¿El mejor campamento para tus niños? Te recomendamos el #CampamentoVacacionalReplay desde el 1ero de agosto ',yes
'Aprovecha el 2x1 de @MicroteatroVzla de martes a viernes 2 personas disfrutan de una obra con 1 solo ticket ',yes
'#ÓperaenTrasnocho Manon Lescaut, de Giacomo Puccini será la última ópera de la temp   N° 51  Disfruta de esta proyección MAÑANA a las 3pm ',yes
'@TeresitaGil 1000 Bs',no
'¡Espérala! octubre 2016 en #Trasnocho ',yes
'En nuestro mes aniversario venimos con sorpresas  A partir del 07/10, tendremos los #ViernesDelEspectador en… ',yes
'Este sáb 01/10 a las 10am tendremos un cine foro sobre el filme \'SUEÑOS\' del extraordinario Akira Kurosawa   Ciclo  SUEÑOS Y EXISTENCIA ',no
'EL CLUB DE LOS CURSIS promete hacer reír y reflexionar sobre los patrones ideales que imponen al romance  Entradas… ',no
'HOY en nuestros #CinesPaseo  Renegado 7 15pm| Un Chef perfecto 5 15pm |Eso que llaman Amor 4 45/7pm  Entradas en… ',no
'ÚLTIMA SEMANA DE INSCRIPCIONES PARA EL 3ER FESTIVAL DE JÓVENES DIRECTORES TRASNOCHO  ¡Esperamos tu propuesta! Tiene… ',no
'HOY es #LunesdePelículas por eso pagas la MITAD DE TU ENTRADA  Mira nuestra cartelera en  y disfruta del #Cine   ',yes
'La Fundación Isaac Chocrón premiará a Héctor Becerra en la categoría \'Mejor Producción\' por \'Yo Federico\'  MAÑANA… ',yes
'FRANZ Y ALBERT    Un genial encuentro, (octubre 2016)  ',no
'FRANZ Y ALBERT    Un genial encuentro, (octubre 2016)  ',no
' ¡Estás invitado a participar en el PRIMER CONCURSO DE DRAMATURGIA TRASNOCHO! Mira cómo en esta reseña d@ValeTVCanal5',yes
'HOY no te pierdas a las 7pm EDGAR Y ANABEL de Sam Holcroft, considerada una de las promesas teatrales de Inglaterra… ',no
'¡Espérala! octubre 2016 en #Trasnocho ',yes
'En nuestro mes aniversario venimos con sorpresas  A partir del 07/10, tendremos los #ViernesDelEspectador en el #TeatroTrasnocho ¡Espéralos!',yes
'#ÓperaenTrasnocho Manon Lescaut, de Giacomo Puccini será la última ópera d la Temp  N° 51  Martes 27 en #CinesPaseo  ',yes
'¡Espérala! octubre 2016    ',yes
'¡Espérala! octubre 2016    ',yes
'Sigfredo Chacón ya está ensayando con su banda de blues \'Balasón\' para debutar en #Trasnocho este 28/sep  Entradas… ',yes
'Sigfredo Chacón ya está ensayando con su banda de blues \'Balasón\' para debutar en #Trasnocho este 28/sep  Entradas… ',no
'El acontecer social y político también moldea las relaciones de pareja  @javiervidalp y @julierestifo lo ratifican… ',no
'@antoniodelli intentará liberar de la “enfermedad del romanticismo” a 4 pupilos que necesitan salvarse    ',yes
'¡Henry y Nicolás le harán un traje al Emperador que jamás olvidará! #Hoy EL TRAJE NUEVO DEL EMPERADOR, 3pm | #Teatro ',yes
'¡Cumplimos 15 años y lo celebramos contigo! A partir del 07/10, en el #TeatroTrasnocho los viernes serán del espect… ',yes
'María Alejandra Tellis será premiada MAÑANA como \'Mejor Actriz\' por la Fundación Isaac Chocrón en #EspacioPlural ',yes
'HOY a las 10am tendremos el Cine Foro sobre la película \'Muñeca de Aire\'  Entradas en  ',yes
'Este domingo 25 tendremos la entrega de los premios Isaac Chocrón en el #EspacioPlural de Trasnocho a las 10 a m ',no
'MAÑANA a las 10am tendremos el Cine Foro sobre la película \'Muñeca de Aire\'  Para entradas  ',yes
'Porque tú también eres parte de esta celebración, preparamos para ti las mejores sorpresas   … ',yes
'Sigfredo Chacón y su banda \'Balasón\' llenarán de Blues el Trasnocho este 28/09  Entradas en  ',yes
'Los cambios que nos han marcado en 4 tiempos  1983/1989/1992/1999  TAL PARA CUAL con @julierestifo SyD 3pm #Teatro ',yes
'Hasta el 30 tienes oportunidad de inscribirte en este gran concurso    Mira las bases en  ',no
'Mira a @SocratesSerrano en #TERROR, una obra que denuncia la violencia desatada en nuestro mundo  Vie 6pm / SyD 6pm ',yes
'El precio que hay que pagar por una ideología lo verás en    Edgar y Anabel  HOY 7 30pm   ',no
'HOY en nuestros Cines Paseo  TODOS LOS CAMINOS CONDUCEN A ROMA/ DESDE ALLÁ / RENEGADO y más    Visítanos en el C C… ',yes
'RT @SocratesSerrano  Matar pocos para salvar a muchos es una opción?  ',yes
'¿Aún crees en el amor y en los detalles? Probablemente podrás unirte al CLUB DE LOS CURSIS    HOY 5pm/Sáb y dom 4pm ',yes
'EL TRAJE NUEVO DEL EMPERADOR es un musical infantil inspirado en el cuento de Hans Christian Andersen  Sáb/dom 3pm  ',yes
'Manon Lescaut, de Giacomo Puccini será la última ópera d la Temp  N° 51  Martes 27 en #CinesPaseo  #ÓperaenTrasnocho ',no
'Manon Lescaut, de Giacomo Puccini será la última ópera d la Temp  N° 51  Martes 27 en #CinesPaseo  #ÓperaenTrasnocho ',no
'#NosVemosEnlos15deTrasnocho | octubre 2016 ',yes
'¿Hasta qué punto la política de una sociedad vigilada afecta la propia identidad humana? EDGAR Y ANABEL  vie 7 30pm  ',no
'La prórroga es hasta el viernes 30/09  Te quedan solo días para inscribirte en este gran concurso    ¡Anímate! ',yes
'EL CLUB DE CURSIS se adueña de #Trasnocho para hacer reír | HOY a las 7pm en el #EspacioPlural ¡IMPERDIBLE! ',yes
'El reconocido pintor Sigfredo Chacón y su banda \'Balasón\' se preparan para llenar de Blues el Trasnocho este 28/09 ',no
'HOY proyectaremos \'Desde Allá\' de Lorenzo Vigas | 3 30/5 30/7 30pm en #CinesPaseo #9naMuestraCineLatinoamericano ',yes
'Nada es lo que parece en EDGAR Y ANABEL    Descubre más los viernes a las 7 30pm o los sáb y dom a las 7pm  ',yes
'Infidelidad, crisis, reconciliación y más en el #StandUpComedy de @javiervidalp y @julierestifo  TAL PARA CUAL sáb/… ',no
'QUEDAN POCAS SEMANAS para ver #TERROR de @manriquehector  Más de 9000 personas han dado su veredicto  Da el tuyo es… ',no
'Hasta el viernes 30 puedes enviar tus propuestas teatrales    Mira las Bases del concurso en este enlace… ',yes
'#9naMuestraCineLatinoamericano HOY a las 7 15pm proyectaremos OJOS DE MADERA  Un cuento de terror infantil para adu… ',no
'HOY @zuhevenezuela abrirá el 2do ciclo de Noches de Guataca con una fusión de géneros musicales  ¡Te esperamos a la… ',yes
'Próximo curso de Cata  4Cepas    Un paseo por sus sabores y sus secretos|27/09|Reserva por 0212  9931325| 10 000 Bs… ',yes
'Una fusión de géneros musicales es lo que habrá MAÑANA a las 7pm en el #EspacioPlural con Zuhe  ¡Imperdible! ',yes
'Un juicio espera por ti los viernes a las 7pm y los sáb/dom a las 6pm  Vota en #TERROR y decide la suerte del acusado ¿Culpable o Inocente?',no
'¡Destaca como director! Busca las Bases para el Festival de Jóvenes Directores Trasnocho en  ',no
'\'La Boheme\' de Giacomo Puccini, una de las #óperas más destacadas del repertorio operístico estándar se proyectará MAÑANA a las 3pm ',no
'¿Hasta qué punto nos llegamos a creer nuestras propias ficciones? Descúbrelo en EDGAR Y ANABEL  Vie 7 30pm| SyD 7pm ',yes
'La reina Lola no sabe el secreto que guarda la princesa Nina | EL TRAJE NUEVO DEL EMPERADOR  sáb y dom 3pm #Teatro ',no
'La reina Lola no sabe el secreto que guarda la princesa Nina | EL TRAJE NUEVO DEL EMPERADOR  sáb y dom 3pm #Teatro ',yes
'@julierestifo y @javiervidalp narran su relación de casi 30 años d vida en pareja en el #StandUpComedy TAL PARA CUAL ',no
'EL CLUB DE LOS CURSIS promete hacer reír y reflexionar al público con sus toques kitsch y de humor negro    ',yes
'DESDE ALLÁ de Lorenzo Vigas se proyectará hoy y mañana en #CinesPaseo  Consulta horarios en  ',yes
'Mira las películas que proyectaremos esta semana por la #9naMuestraCineLatinoamericano en  ',no
'Recuerda que EXTENDIMOS el plazo de INSCRIPCIÓN para el 3er Festival de Jóvenes Directores Trasnocho hasta el 30/09  ',no
'La #comedia EL CLUB DE LOS CURSIS es protagonizada por @AntonioDelli un gurú de la autoayuda  Jue 7pm/vie 5/ SyD 4pm ',yes
'Los cambios que nos han marcado en 4 tiempos  1983, 1989, 1992 y 1999 los verás con toque cómico en TAL PARA CUAL  ',no
'\'La Boheme\' de Giacomo Puccini es una de las óperas más destacadas del repertorio operístico estándar ¡MAÑANA la proyectaremos a las 3pm!',no
'@zuhevenezuela estrenará este 21/09 piezas basadas en ritmos tradicionales como el tambor, el merengue, el vals y el joropo  7pm ',yes
'RT @SkenaTeatro  “El teatro es poesía que se sale del libro para hacerse humana”  ¡Ven a ver clásico cuento #ElTrajeNuevoDelEmperador en @t…',no
'@JessF3 Hay varias obras  Visita nuestra página  y allí verás toda la programación ',yes
'RT @SocratesSerrano  Anoche en #TerrorLaObra el acusado fue declarado INOCENTE ',yes
'Balason amp SonBluesBand se presentará el 28/09 como parte del cierre de \'Pinturasparadaltónicos\' de Sigfredo Chacón  7pm en #EspacioPlural',no
'Ellos intentarán buscar una explicación lógica a extraños acontecimientos    OVNIS EN ZACAPA  HOY 5pm  #9naMuestraCineLatinoamericano',yes
'HOY ve a nuestros Cines Paseo y paga la MITAD de tu ENTRADA  Proyectamos películas de la #9naMuestraCineLatinoamericano y más ¡Te esperamos!',no
'#FranzyAlbert de Mario Diament se estrena el 07/10 con Luigi Sciamanna y Antonio Delli  Dirección  Luigi Sciamanna  ',yes
'EXTENDIMOS EL PLAZO DE INSCRIPCIÓN para el Festival de Jóvenes Directores Trasnocho  30/09  ¡Anímate a participar! ',no
'Este miércoles 21 Noches de Guataca regresa con el sonido de Zuhe en el #EspacioPlural a las 7pm  ÚNICA FUNCIÓN  ',yes
'Una cinta VHS lo cambiará todo en    \'MI AMADA MUERTA\' HOY a las 7pm por la #9naMuestraCineLatinoamericano ',no
'Una cinta VHS lo cambiará todo en    \'MI AMADA MUERTA\' HOY a las 7pm por la #9naMuestraCineLatinoamericano ',no
'Más de 9000 personas han dado su veredicto final en TERROR de @manriquehector  Mírala los viernes 7pm  sáb/dom 6pm  ',yes
'El traje del Emperador es de un nuevo color  ¡Tienes que verlo HOY a las 3pm en el #Teatro Trasnocho! ',no
'\'EL CLUB DE CURSIS\' se adueña de #Trasnocho para hacer reír los Jue a las 7pm, viernes 5pm, y los sáb/dom a las 4pm  ',no
'#FranzyAlbert de Mario Diament se estrena el 07/10 con Luigi Sciamanna y Antonio Delli  Dirección Luigi Sciamanna  ',no
'Descubre más los viernes a las 7 30 pm o los sábados y domingos a las 7 pm en el #EspacioPlural del Trasnocho  ',yes
'Las “PINTURASPARADALTÓNICOS” de Sigfredo Chacón se despiden de #Trasnocho HOY  Mírala en la @SalaTAC1 de 1 a 9pm  ',no
'Una fusión musical te espera el próximo 21/09 a las 7pm con @zuhevenezuelaen el #EspacioPlural del Trasnocho  ',no
'#FranzyAlbert de Mario Diament se estrena el 07/10 con Luigi Sciamanna y Antonio Delli  Dirección Luigi Sciamanna  ',no
'MAÑANA 18/09 tendremos la presentación de la biografía \'Luigi Giussani, su vida\' de Alberto Savorana a las 10 00am  ',yes
'Viernes 7 30pm, sábados y domingos 7 00pm en el #EspacioPlural ¡Ven a Trasnocho y disfruta del buen #Teatro! ',no
'¡Destaca como director! Extendimos el plazo de inscripción  Ahora tienes hasta el 30/09  ',yes
'En TERROR tú decides el destino del acusado  ¿Culpable o Inocente? Vota HOY o MAÑANA a las 6pm en #Teatro Trasnocho  ',no
'@julierestifo mostrará su vena d cantante en Tal para Cual e interpretará \'Over the rainbow\' de Harold Arlen|HOY 8pm ',yes
'¡Los trajes del Emperador lo hacen ver poderoso y elegante! Tienes que verlo|EL TRAJE NUEVO DEL EMPERADOR, HOY 3pm  ',no
'¿Aún no has visto la película venezolana de Lorenzo Vigas? Disfrútala hoy  \'Desde Allá\' a las 3pm/ 5 15pm/ 7 30pm  ',no
'EL CLUB DE LOS CURSIS promete hacer reír y reflexionar al público con sus toques de humor negro  HOY y MAÑANA 4pm  ',no
'María se tiene que enfrentar ante la terrible realidad del tráfico de niños en Guatemala    \'IXCANUL\' HOY 2 45pm  ',yes
'@javiervidalp y @julierestifo cuentan su vida en clave de comedia en TAL PARA CUAL  Sáb/dom 8pm  #Teatro Trasnocho ',no
'#FranzyAlbert de Mario Diament se estrena el 07/10 con Luigi Sciamanna y Antonio Delli  Dirección Luigi Sciamanna  ',no
'#FranzyAlbert de Mario Diament se estrena el 07/10 con Luigi Sciamanna y Antonio Delli  Dirección Luigi Sciamanna  ',yes
'@zuhevenezuela abrirá el 2do ciclo de Noches de Guataca con una propuesta musical provista de fusiones  21/09 | 7pm  ',yes
'Recuerda que MAÑANA a las 10am tendremos el Cine Foro de Ideas de Babel sobre el filme de Lorenzo Vigas \'Desde Allá\' ',no
'Si te perdiste la charla sobre La Simbología de Chagall, MAÑANA 17 será impartida nuevamente por Johnny Gavlovski a las 11am en @SalaTAC1 ',no
'@FerNoLeifer 1 200 Bs',yes
'@saritaleonardi es la Reina Lola en EL TRAJE NUEVO DEL EMPERADOR  Musical infantil Sáb/Dom 3pm en #Teatro Trasnocho  ',yes
'HOY a las 7 30 pm en el #EspacioPlural ¡No te la pierdas! ',yes
'HOY a las 7 30 pm en el #EspacioPlural ¡No te la pierdas! ',no
'Este mundo ya no es para ellos, son CURSIS esa es su perdición  HOY EL CLUB DE LOS CURSIS a las 5pm  #Teatro ',yes
'Decide si lo justo es lo correcto en #TERROR de Ferdinand Von Schirach  HOY 7pm  Sáb/dom 6pm  Compra ya tus entradas ',yes
'Nada es lo que parece en    EDGAR Y ANABEL  #Estreno  HOY a las 7 30pm en el #EspacioPlural  ¡No te la pierdas! ',yes
'#ÓperaenTrasnocho Proyección  \'La Boheme\' de Giacomo Puccini  Próximo martes 20/09 a las 3pm en Cines Paseo  ',yes
'¡Prorrogamos el plazo de inscripción para el 3er Festival de Jóvenes Directores Trasnocho hasta el 30/09! ',yes
'¡Disfruta de la #9naMuestraCineLatinoamericano con nosotros! Visita  ',no
'Te recordamos q también tenemos el PRIMER CONCURSO DE DRAMATURGIA TRASNOCHO  Tienes hasta el 14/12 para inscribirte ',yes
'El dom pasado el jurado decidió por 2da vez q el acusado Koch era Culpable  Un juicio espera por ti  #TERROR vie 7pm ',no
'Balason amp SonBluesBand se presentará en el #EspacioPlural el 28/09 como parte del cierre de \'Pinturasparadaltónicos\' de Sigfredo Chacón  7pm ',yes
'Mañana no puedes perderte el #estreno de EDGAR Y ANABEL de Sam Holcrotf a las 7 30pm en el #EspacioPlural ',no
'HOY es el #estreno de \'EL CLUB DE LOS CURSIS\' en el #EspacioPlural a las 7pm  Entradas en  ',yes
'¡Prorrogamos el plazo de inscripción para el 3er Festival de Jóvenes Directores Trasnocho hasta el 30/09! Bases en ',yes
'¡Prorrogamos el plazo de inscripción para el 3er Festival de Jóvenes Directores Trasnocho hasta el 30/09! Bases en ',no
'Hasta MAÑANA recibiremos propuestas teatrales por el 3er Festival de Jóvenes Directores Trasnocho  ¡Inscríbete ya! ',no
'Sumito Estevez y Manuel Aristorena acompañarán a Alberto Savorana en la presentación de la biografía \'Luigi Giussani, su vida\'|dom18 / 10am ',no
'¿Te gustaría viajar a los 80? @javiervidalp y @julierestifo te llevan en  TAL PARA CUAL  Sáb y dom 8pm  #Teatro ',no
'Cine #Foro \'Desde Allá\' sáb 17/09 a las 10am en Cines Paseo  Con la participación de Lorenzo Vigas (desde México)  ',no
'@AntonioDelli será un gurú de la autoayuda y el amor en  EL CLUB DE LOS CURSIS  Estreno MAÑANA 15|7pm en #Trasnocho ',yes
'Poesía de Ocasión para el próx miércoles 21/09 a las 5pm con  Cecilia Ortiz, Claudia Noguera y Eleonora Requena en la librería @elbuscon1',yes
'RT @SalaTAC1  Mañana 15/09 | Último #Foro Ciclo Interlocuciones | El valor patrimonial del trabajo de S  Chacón | @trasnochocult …',yes
'Conferencia sobre La Simbología en la Obra de Marc Chagall |sáb 17/09, 11am en la@SalaTAC1 | Por Johnny Gavlovski  ',yes
'El cortometraje \'LA CULPA, PROBABLEMENTE\' será proyectado HOY a las 7 y 8pm por la #9naMuestraCineLatinoamericano ',yes
'¡Inscríbete en nuestro curso de #Cata! \'4Cepas    un paseo por sus sabores y sus secretos\'|27/09|10 000 Bs p/p  ',yes
'LOS BAÑISTAS  una historia donde la generosidad adquiere dimensiones universales  HOY #9naMuestraCineLatinoamericano ',yes
'Noches de Guataca regresa con el sonido de Zuhe  Mié 21/09 a las 7pm en el #EspacioPlural  ÚNICA FUNCIÓN  ',yes
'¿Qué constituye nuestra identidad? Sam Holcrotf nos hace reflexionar en EDGAR Y ANABEL #Estreno viernes 16/09 7 30pm ',no
'Zuhe abrirá el 2do ciclo de Noches d Guataca con una propuesta musical provista d fusiones  ÚNICA FUNCIÓN 21/09 |7pm ',no
'¡Te quedan solo 3 DÍAS para enviar tu proyecto teatral! Mira aquí las Bases del concurso  ',yes
'Este sáb 17/09 tendremos nuestro próximo Cine Encuentro de Ideas de Babel sobre el filme venezolano \'Desde Allá\'  ',no
'#9naMuestraCineLatinoamericano Josué y Kenny enfrentan a una sociedad regida por la doble moral en \'Kenke\' HOY 8pm ',no
'Federico, Yubrasli, Josefina y Maykol sufren la enfermedad del romanticismo ¡Ellos necesitan salvarse! 15/09 7 00pm ',yes
'#ÓperaenTrasnocho (CAMBIO) HOY será la proyección de \'Un giorno di regno\' de Giuseppe Verdi  3pm en #CinesPaseo ',yes
'#ÓperaenTrasnocho (CAMBIO) HOY será la proyección de \'Un giorno di regno\' de Giuseppe Verdi  3pm en #CinesPaseo ',yes
'El domingo 18/09 tendremos la presentación de la biografía \'Luigi Giussani, su vida\' de Alberto Savorana | 10 00am  ',no
'#9naMuestraCineLatinoamericano HOY Puro Mula 4pm / 6pm | Kenke 8pm  Más info y entradas en  ',yes
'Ellos son una especie en extinción, ellos creen en el amor y en los detalles, son CURSIS    #ESTRENO 15/09 7pm ',no
'TAL PARA CUAL  #StandUpComedy con los primeros actores Javier Vidal y Julie Restifo  Sáb y dom 8pm  ¡Imperdible! ',no
'Felicitamos a todos los participantes del Primer Concurso de Diseño Trasnocho  ¡Gracias por sumarse a esta iniciativa!',no
'El ganador de nuestro Primer Concurso d Diseño Trasnocho es Ever Daniel Duque Figueroa @duqueverdesign ¡Felicidades! ',yes
'Descubre cómo la política irrumpe en el hogar en    EDGAR Y ANABEL, de Sam Holcrotf  En #ESTRENO este viernes 16/09 ',yes
'Drama, Fantasía y Terror en un solo filme  ARREBATO  #9naMuestraCineLatinoamericano | HOY a las 3 45 /5 45/7 45pm  ',yes
'RT @GuatacaOficial  Si aún no conoces la bella propuesta de @zuhevenezuela el #21sep tienes una cita en @trasnochocult #NochesdeGuataca htt…',no
'Entramos en la cuenta regresiva ¡Inscríbete en el Festival de Jóvenes Directores Trasnocho!  ',yes
'Así va la preselección de las propuestas enviadas para el Primer Concurso de Diseño ¡Pronto tendremos ganador! ',yes
'¡Atentos, participantes del Primer Concurso de Diseño Trasnocho! El jurado ya delibera  Pronto tendremos ganador    ',no
'#LunesdePelículas ¡Paga la mitad de tu entrada! Mira nuestra cartelera en  | Sigue la #9naMuestraCineLatinoamericano',yes
?,yes
