@relation tweets

@attribute text string
@attribute ' class' {no,yes}

@data
'Secuestros  delito que la sangre no resuelve  por    en #LaVerdadImpresa  el semanario de #ElCarabobeño ',no
'FERNANDO FACCHIN B     La difusión de ideas y el control tiránico #Opinión    ',no
'ANTONIO ECARRI BOLÍVAR    A las puertas de otro  de Octubre #Opinión   ',yes
'ANTONIO ECARRI BOLÍVAR    A las puertas de otro  de Octubre #Opinión   ',yes
'Florido  Jamás podrán encarcelar a hombres libres como Guarate #Nacional   ',yes
'Tintori  Estamos en el Ministerio Público para denunciar a Diosdado #Nacional   ',no
'Lea la cronología del sueño mundialista para fieles  Un análisis de   sobre la Vinotinto en… ',no
'Donantes pidieron al Partido Republicano abandonar candidatura de Trump #Internacional  ',no
'La Filuc y la Bienal Michelena están en la agenda cultural de esta semana  Descubra más en #LaVerdadImpresa  el semanario de #ElCarabobeño',no
'Autoridades evalúan niveles del Río Guaire en Caracas #Nacional   ',no
'Defensa de sobrinos Flores exigió proteger identidad de los testigos #Nacional  ',yes
'Busca #LaVerdadImpresa  el semanario de #ElCarabobeño que circula todos los viernes',no
'Lea en #LaVerdadImpresa reportajes de actualidad política  social  económica  cultural y deportiva #ElCarabobeño ',yes
'Hola       te respondió  Mira su opinión a tu pregunta en #LaVerdadImpresa  el semanario de #ElCarabobeño',no
'Academia Puerto Cabello visitará a Unión Atlético Falcón #Deportes  ',yes
'Estudiantes de la UCAB rechazaron sentencia del TSJ #Nacional  ',no
'Monseñor Moronta respondió acusaciones del diputado Hugbel Roa #Nacional   ',yes
'Messi estará disponible para Luis Enrique contra Deportivo #Deportes  ',no
'Djokovic sufrió para derrotar a tenista número  del mundo #Deportes  ',yes
'Estudiantes de Odontología UC protestan por falta de servicios #Ciudad  ',no
'Zidane se mostró molesto por lesión de Ramos #Deportes  ',no
'JUAN VENÉ EN LA PELOTA #Deportes  ',yes
'er  Naguanagua Blues Fest   Jueves   Black Coffee   The Jazz Quartet Viernes   David Evans usa   Soto Blue… ',yes
'er  Naguanagua Blues Fest   Jueves   Black Coffee   The Jazz Quartet Viernes   David Evans usa   Soto Blue… ',no
'Marcas no tradicionales como opción de compra en mercados venezolanos #Nacional   ',yes
'Crecen las expectativas ante la aperura del Salón Michelena  Más detalles en #LaVerdadImpresa  el semanario de #ElCarabobeño',yes
'Busca #LaVerdadImpresa  el semanario de #ElCarabobeño que circula todos los  viernes',no
'Delincuente abatido tras intento de robo en Bicentenario I #Sucesos  ',no
'Avances de efectivo  el multiplicador de las colas  reportaje de   #LaVerdadImpresa de #ElCarabobeño',yes
'Conseguir efectivo  hacer más colas  Reportaje de  íBlanco en #LaVerdadImpresa  el semanario de #ElCarabobeño ',yes
'Conozca más a la actriz Tania Sarabia  en una entrevista en #LaVerdadImpresa  el semanario de #ElCarabobeño',yes
'Huracán Nicole se debilitó a categoría  #Internacional  ',no
'¿Cómo ser muy rico siendo muy pobre    lo muestra en el semanario de #ElCarabobeño #LaVerdadImpresa',no
'En  Magallanes cumple  bateando  Es el primer equipo de la LVBP en lograr el centenario  Lea más detalles en #LaVerdadImpresa',yes
'Hola       te respondió  Mira su opinión a tu pregunta en #LaVerdadImpresa  el semanario de #ElCarabobeño',no
'Conozca a Freddy Arteaga  el pintor que no puede pintar  la historia de vida contada por    en #LaVerdadImpresa ',no
'La semana en fotos  un resumen visual en #LaVerdadImpresa  el semanario de #ElCarabobeño',no
'Lea los comentarios de Pancho Pérez “En secreto” en #LaVerdadImpresa  el semanario de #ElCarabobeño',no
'Márquez  Existe un golpe de Estado vía TSJ contra la AN #Nacional  ',no
'Fuertes lluvias generan congestión vehicular en Caracas #Regiones  ',yes
'Lea “¿Qué pitos toca Jamie Foxx ”  por    en el semanario de #ElCarabobeño #LaVerdadImpresa',no
'#ÚltimaHora Presencia policial en la calle Lara del barrio Bicentenario I  donde fue abatido al menos un delincuent… ',no
'  caryn Buen día Carine  Tomaremos en cuenta tu información para nuestras publicaciones  Gracias por tu preferencia',yes
'  caryn Buen día Carine  Tomaremos en cuenta tu información para nuestras publicaciones  Gracias por tu preferencia',no
'  Buen día Samuel  Enviamos su denuncia a la coordinación de pautas  Gracias por su preferencia',no
'Sociedad Interamericana de Prensa analizará agresiones contra periodistas #Nacional   ',yes
'Conozca a Freddy Arteaga  el pintor que no puede pintar  la historia de vida contada por    en #LaVerdadImpresa',no
'¡Pregúntale    te responde  Envía desde ya tus interrogantes  Seleccionaremos las mejores',no
'#ÚltimaHora Situación de rehenes  Un presunto delincuente abatido en el barrio Bicentenario I calle Lara  Valencia MÁS INFORMACIÓN EN BREVE',yes
'Hoy y después en Valencia… de nuevo en papel la columna del periodista Alfredo Fermín  en #LaVerdadImpresa de #ElCarabobeño',yes
'Lea la cronología del sueño mundialista para fieles  Un análisis de   sobre la Vinotinto en… ',yes
'Secuestros  delito que la sangre no resuelve  Reporte de Sucesos de   en #LaVerdadImpresa  de… ',yes
'Concejales de PJ Táchira rechazaron acusaciones contra Ocariz #Regiones   ',no
' Los libretistas de la revolución   el artículo   Padron  en #LaVerdadImpresa  el semanario de #ElCarabobeño',yes
'La guerra desigual que pierden los policías  Análisis de los casos de Sucesos  por   en #LaVerdadImpresa  de #ElCarabobeño',yes
'La Guásima  vientre que engendra un holocausto ambiental por   en #LaVerdadImpresa de #ElCarabobeño',no
'Venezolano Sosa Abascal es el nuevo Superior de los Jesuitas #Nacional  ',yes
'Caricatura del día por    ',no
'Lea en #LaVerdadImpresa reportajes de actualidad política  social  económica  cultural y deportiva #ElCarabobeño ',yes
'Jugueterías sin nueva mercancía para navidades #Economía  ',no
'La revolución abrió el sarcófago de las enfermedades controladas  Reportaje de   en #LaVerdadImpresa  de #ElCarabobeño',yes
'Capitolio TV  el nuevo canal de la Asamblea Nacional #Nacional  ',yes
'Busca #LaVerdadImpresa  el semanario de #ElCarabobeño que circula todos los  viernes',no
'Busca #LaVerdadImpresa  el semanario de #ElCarabobeño que circula todos los  viernes',no
'Dodgers remontó  el bonito  y va por los Cubs a la Serie de Campeonato #MLB #Deportes  ',no
'Colombia expulsó a cinco mariachis venezolanos #Internacional  ',yes
'Atacados y robados convoyes con ayuda humanitaria en Haití #Internacional  ',yes
'Localizado cadáver de argentino en Los Roques #Sucesos ',no
'Ramos Allup  Nosotros estamos dispuestos a contarnos #Nacional  ',no
'    envió mensaje sobre el revocatorio #Nacional  ',no
'Diputados no pueden abordar aerolíneas dependientes del Estado #Nacional  ',no
'Lea en #LaVerdadImpresa reportajes de actualidad política  social  económica  cultural y deportiva #ElCarabobeño',yes
'Detenidos seis policías de Táchira por toma de rehenes en sede regional #Sucesos  ',no
'Embargados bienes y unos    mil a policías por corrupción en Guatemala #Internacional  ',no
'Escasez de gas deja vacías   de las bombonas en Carabobo #Regiones  ',yes
'Tres millones de venezolanos estarán desempleados al cierre de  #Economía  ',yes
'Piden beneficios migratorios para venezolanos en Perú #Internacional  ',no
'FVEU  Inseguridad está presente en todas las universidades #Ciudad  ',no
'Aplazan declaración indagatoria de Cristina Fernández #Internacional  ',no
'Santos prorroga hasta el  de diciembre el alto al fuego con FARC #Internacional  ',no
'Escasez aniquila poder de compra del salario #Economía  ',yes
'Víctimas del conflicto armado en Colombia se unen en producción musical #Internacional  ',no
'FMI acuerda nuevo programa de asistencia a Jamaica de    millones #Internacional  ',no
'FMI acuerda nuevo programa de asistencia a Jamaica de    millones #Internacional  ',no
'¡Pregúntale    te responde  Envía desde ya tus interrogantes  Seleccionaremos las mejores',no
'Alcaldía de Valencia refuerza recolección de desechos #Ciudad  ',no
'Designado nuevo comandante de la Policía de Naguanagua #Ciudad  ',no
'#AlAire #HuellaCultural con    por #ECradio ',no
'Huracán Nicole baja a categoría  mientras se aleja de las islas Bermudas #Internacional ',yes
'#Conectate a #ECradio para estar informado #NoticieroEstelar ',yes
'Lula se sentará en el banquillo de los acusados en tres procesos #Internacional  ',no
'¿Te respondió    Revisa nuestro semanario #LaVerdadImpresa  que circula todos los viernes',yes
'Rodríguez  Guyana pretende vender falsedades sobre Venezuela #Nacional  ',yes
'Hoy Día Internacional para la Reducción de los Desastres #Actualidad  ',yes
'La Guásima  vientre que engendra un holocausto ambiental por   en #LaVerdadImpresa de #ElCarabobeño',no
'Colapso de red de cloacas afecta a varios sectores de Guacara #Regiones  ',yes
'#Escucha #HuellaCultural con    a las   pm por #ECradio ',yes
'Exsenador brasileño es condenado a  años por caso Petrobras #Internacional  ',yes
'Empresarios uruguayos fueron citados a declarar por negocios con Venezuela #Internacional  ',no
'Eduardo Fernández presentará este viernes su libro en rectorado de la UC #Ciudad  ',yes
'Crecen las expectativas ante la aperura del Salón Michelena  Más detalles en #LaVerdadImpresa  el semanario de #ElCarabobeño',no
'Grupo de personas roban carga de azúcar en el centro de Caracas #Nacional  ',yes
'Juez dio fecha para el juicio de los sobrinos de Cilia Flores #Internacional  ',yes
'Juez dio fecha para el juicio de los sobrinos de Cilia Flores #Internacional  ',yes
'Florida confirma una nueva área de transmisión activa de zika en Miami #Internacional  ',no
'Gobierno obliga a productores a venderle la mitad de su producción #Nacional  ',no
'Bozo  No duele el microfonazo  sino los golpes diarios a nuestro pueblo #Nacional  ',yes
'er  Naguanagua Blues Fest   Jueves   Black Coffee   The Jazz Quartet Viernes   David Evans usa   Soto Blue… ',no
'Ben Affleck y  The Accountant  asaltan la cartelera de Estados Unidos #Espectáculos  ',no
'Aprueban acuerdo de júbilo por nombramiento de Baltazar P  como cardenal #Nacional  ',no
'#AlAire #AgendaDigital con     y   por #ECradio ',no
'¿Extrañas las caricaturas de    Ahora las tendrás en #LaVerdadImpresa  el semanario de #ElCarabobeño',no
'Argentina registró una inflación del    en septiembre #Internacional  ',yes
'Dos militares detenidos por tráfico de marihuana en el estado Bolívar #Sucesos   ',no
'Diputado oficialista le arrojó un micrófono a Marco Bozzo en la AN #Nacional  ',yes
'Pdvsa extendió el canje de bonos  #Economía  ',no
'Retenidas cinco toneladas de pescado por la GNB en el Zulia #Sucesos  ',no
'Autoridades admiten repunte de personas en situación de calle #Nacional   ',no
'Capriles  Cualquier cosa podría pasar si le roban a los venezolanos el RR #Nacional   ',no
'#NoTePierdas #AgendaDigital hoy a las   pm por  #ECradio ',no
'Lea “¿Qué pitos toca Jamie Foxx ”  por    en el semanario de #ElCarabobeño #LaVerdadImpresa',yes
'#AlAire #Parentesis con    por #ECradio ',no
'Tintori  Intento de impedir revocatorio es un golpe a la Constitución #Nacional   ',no
'Tintori  Intento de impedir revocatorio es un golpe a la Constitución #Nacional   ',yes
'Evacúan parque temático en Florida tras amenaza de bomba #Internacional  ',yes
'#Sintoniza #Parentesis con    a las   pm por #ECradio ',yes
'Avances de efectivo  el multiplicador de las colas  reportaje de   #LaVerdadImpresa de #ElCarabobeño',yes
'AN acudirá a la OEA luego de recolección del   #Nacional   ',yes
'Carlos Teixeira  El chavismo ha secuestrado a la Justicia #Nacional   ',yes
'Secuestros  delito que la sangre no resuelve  Reporte de Sucesos de   en #LaVerdadImpresa  de #ElCarabobeño',no
'Obama felicitó a Bob Dylan  uno de sus  poetas favoritos  #Internacional  ',no
'#AlAire #HablemosDeDerechos con   Game por #ECradio ',no
'Funcionario del CICPC resultó herido tras robo de su armamento #Sucesos  ',no
'¿Cómo ser muy rico siendo muy pobre    lo muestra en el semanario de #ElCarabobeño #LaVerdadImpresa',yes
'Maestras cumplen  horas de protesta en Caracas por falta de pagos #Nacional   ',no
'Tailandeses lloran la muerte de su venerado monarca #Internacional #Tailandia  ',no
'Larrazábal  Sentencia del TSJ perjudicará a inversionistas internacionales #Nacional  ',yes
'Julio Borges  Maduro está fuera de la Constitución #Nacional  ',no
'Los mejores articulistas regionales y nacionales los encontrará en #LaVerdadImpresa  el semanario de #ElCarabobeño',yes
'Llegó a Cuba buque venezolano con ayuda humanitaria #Internacional  ',yes
'#AlAire #PorTuSalud con   por #ECradio ',yes
'Pesos adulterados fueron decomisados en el estado Lara #Regiones  ',no
'Busca #LaVerdadImpresa  el semanario de #ElCarabobeño que circula todos los viernes',yes
'Busca #LaVerdadImpresa  el semanario de #ElCarabobeño que circula todos los viernes',no
'Activistas opositoras ratificaron lucha de la democracia #Nacional  ',no
'¡Pregúntale    te responde  Envía desde ya tus interrogantes  Seleccionaremos las mejores',no
'Vasco da Costa y Coromoto Rodríguez sometidos a  tortura blanca  #Nacional   ',yes
'ONU designa a Antonio Guterres como su nuevo secretario general #Internacional  ',no
'Machado  El presupuesto nacional se aprueba en Cuba #Nacional  ',yes
'Guerra  Gobierno evadió propuestas del Parlamento para presupuesto  #Nacional   ',no
'Conozca a Freddy Arteaga  el pintor que no puede pintar  la historia de vida contada por    en #LaVerdadImpresa',no
'La Guásima  vientre que engendra un holocausto ambiental por   en #LaVerdadImpresa de #ElCarabobeño',no
'Busca #LaVerdadImpresa  el semanario de #ElCarabobeño que circula todos los  viernes',yes
'La revolución abrió el sarcófago de las enfermedades controladas  Reportaje de   en #LaVerdadImpresa  de #ElCarabobeño',no
'Canadá recomendó a sus ciudadanos no viajar a Venezuela #Internacional  ',yes
'Haro  Magistrados del TSJ no cumplen con parámetros constitucionales #Nacional   ',no
'Carlos Ocariz presentará denuncia ante la Fiscalía General #Nacional  ',no
'Estudiantes protestan por inseguridad en la UC #Ciudad       uc… ',yes
'Magallanes quitó el invicto de Águilas #Deportes   ',no
'Gigantes quedó eliminado de Liga Sudamericana #Deportes #LSB  ',yes
'Mayoría de rusos prefiere a Trump como presidente de EEUU #Internacional   ',no
'Ramos Allup  Funcionario de Ramo Verde recibe instrucciones de Diosdado #Nacional  ',no
'er  Naguanagua Blues Fest   Jueves   Black Coffee   The Jazz Quartet Viernes   David Evans usa   Soto Blue… ',no
'er  Naguanagua Blues Fest   Jueves   Black Coffee   The Jazz Quartet Viernes   David Evans usa   Soto Blue… ',no
'Lea en #LaVerdadImpresa reportajes de actualidad política  social  económica  cultural y deportiva #ElCarabobeño',no
'¿Te respondió    Revisa nuestro semanario #LaVerdadImpresa  que circula todos los viernes  #ElCarabobeño',yes
'Deslizamientos de tierra en el estado Táchira tras fuertes lluvias #Regiones   ',no
'Papa Francisco denunció el drama de los niños inmigrantes #Internacional #Vaticano  ',yes
'Nobel de Literatura para el cantautor estadounidense Bob Dylan #Espectáculos   ',yes
'Florido  Es una aberración jurídica del TSJ aprobar presupuesto  #Nacional   ',yes
'Hay sospechas de difteria en tres estado del país #Nacional  ',yes
'PABLO PÉREZ    Sensatez ante la radicalización #Opinión  ',no
'DANILO ARBILLA    Corre por tu vida #Opinión  ',no
'Juez negó eliminar confesiones de sobrinos de Maduro #Internacional  ',yes
'Yamile Saleh pide mediación de Santos para la liberación de su hijo #Internacional ',no
'Programa Mundial de Alimentos repartió  toneladas de ayuda en Haití #Internacional  ',yes
'Cardenales dejó a Leones en el terreno #Deportes #LVBP  ',no
'UE aporta  millones de dólares en favor de municipios dominicana #Internacional  ',yes
'Ex magistrada advierte que decisión del TSJ disolvería a la AN #Nacional  ',no
'Exportaciones chinas frenan su recuperación y caen un    en septiembre #Internacional  ',no
'Fuerzas del Triángulo Norte arresta pandilleros en Guatemala #Internacional  ',yes
'Busca #LaVerdadImpresa  el semanario de #ElCarabobeño que circula todos los  viernes',no
'Mujer de Florida afirma que Trump la  toqueteo  en  #Internacional  ',yes
'Mujer de Florida afirma que Trump la  toqueteo  en  #Internacional  ',yes
'Cabello  No habrá revocatorio ni en  ni en  #Nacional ',no
'Daniel Ceballos   La liberación de Venezuela depende de todos nosotros  #Nacional  ',yes
'Samsung promete investigar los fallos del Galaxy Note  #Tecnología  ',yes
'Daniel Ceballos dará un mensaje a los venezolanos esta noche #Nacional  ',no
'Protesta en Villa Rosa dejó heridos tras presencia de colectivos #Actualización  ',no
'Caribes repartió arepas en la UCV ante Tiburones #Deportes ',yes
'Final ida de la Copa Venezuela  Estudiantes de Caracas   Zulia #Deportes  ',no
'Despertó el Zamora con goleada   ante Ureña #Deportes  ',yes
'Magallanes atacó el nido y acabó con la racha rapaz #Deportes  ',yes
'Lea en #LaVerdadImpresa reportajes de actualidad política  social  económica  cultural y deportiva #ElCarabobeño',no
'Dodgers y Nacionales van por el bonito #Deportes  ',no
'Pablo Sandoval con el viento a favor #Deportes  ',yes
'Los mejores articulistas regionales y nacionales los encontrará en #LaVerdadImpresa  el semanario de #ElCarabobeño',yes
'Uribe propone  acuerdo nacional  para conseguir paz en Colombia #Internacional  ',yes
'Cámara de Chile pide la liberación de Jatar y Goicoechea #Internacional ',no
'Solicitarán a la OEA aplicar nuevas medidas de la Carta Democrática #Nacional  ',no
'Gobierno de Canadá emite alerta de viaje para Venezuela #Internacional  ',no
'Alcaldesas de Colombia le piden a Santos persistir para lograr la paz #Internacional  ',yes
'Piedad Córdoba dice que exprocurador colombiano  debería ser sancionado  #Internacional  ',no
'Piedad Córdoba dice que exprocurador colombiano  debería ser sancionado  #Internacional  ',no
'Obama confía en que Clinton complete su legado hacia los hispanos #Internacional  ',yes
'Atacaron con una granada a patrulla de Polimiranda #Sucesos  ',no
'Macri inaugura obras de tren argentino tras  años postergados #Internacional  ',yes
'Voluntariado realiza mejoras en espacios de Refugios Pana #Ciudad  ',yes
' Wonder Woman  será embajadora ONU para el empoderamiento de la mujer #Internacional  ',yes
'Pizarro tildó de irresponsable a Maduro al compararse con Erdogan #Nacional  ',yes
'Maduro dice estar  más claro  después de hablar con Erdogan sobre el golpe #Nacional ',yes
'Veppex cuestiona que el TSJ y no Asamblea estudie el presupuesto #Internacional  ',no
'Taller  Emigrante exitoso en Valencia  #Ciudad ',no
'Concejales presentarán amparo por permanencia de basura en la calle #Ciudad ',yes
'Vecinos de Los Guayos denuncian a A C  “Renacer de Tacarigua” # Ciudad ',no
'Juez dio fecha para el juicio de los sobrinos de Cilia Flores #Internacional  ',no
' venezolanos detenidos por transportar drogas en Curazao #Sucesos ',no
'Cuba evalúa los daños de Matthew en área Patrimonio de la Humanidad #Internacional  ',no
'Matheus  Acciones represivas de Maduro demuestran su debilidad #Ciudad  ',no
'Cepal  Venezuela registrará un descenso de su PIB de   #Economía  ',no
'Maduro  Trump y Clinton no tienen buenas intenciones con Venezuela #Nacional  ',yes
'Copei también participó en jornada de activación de maquinaria #Regiones  ',yes
'Destructor de EE UU  detecta misil en su contra lanzado desde Yemen #Internacional  ',yes
'Destructor de EE UU  detecta misil en su contra lanzado desde Yemen #Internacional  ',no
'Incautaron dos kilos de cocaína en cajas con extensiones de cabello #Sucesos  ',no
'¿Extrañas las caricaturas de    Ahora las tendrás en #LaVerdadImpresa  el semanario de #ElCarabobeño',no
'Presentarán resultados sobre encuesta regional de salarios  #Ciudad  ',no
'Capriles  Si el TSJ nos quita el referendo iríamos a la toma de Venezuela  ',no
'Maduro dice estar  más claro  después de hablar con Erdogan sobre el golpe #Nacional  ',no
'Segunda ruta de la UC atracada en un mes #Sucesos  ',no
'Michael Jackson sigue siendo la estrella fallecida que más ingresa #Espectáculos  ',no
'Apple  en máximos históricos en Wall Street ante los problemas de Samsung  ',no
'¿Te respondió    Revisa nuestro semanario #LaVerdadImpresa  que circula todos los viernes #ElCarabobeño',no
'Lipso Navas y sus águilas van por la  prueba de fuego  #LVBP  ',no
'Miguel Bosé ve a Trump como un  bluf enorme  y a Clinton como presidente #Espectáculos  ',no
'Bachelet pide a sector servicios de A Latina crear entidades globalizadas #Internacional   ',yes
'Paraguay  Venezuela en Mercosur es un caso cerrado #Internacional   ',yes
'Retenidos periodistas de La Verdad por fotografiar mural de Cruz #Nacional  ',no
'Protesta en Villa Rosa dejó heridos tras presencia de colectivos ',yes
'Ramos Allup  Presupuesto  será inválido si lo aprueba la Sala #Actualización ',yes
'Venezuela a semifinales del Mundial con doblete de Castellanos #Deportes  ',yes
'Ramos Allup  Presupuesto  será inválido si lo aprueba la Sala #Nacional ',no
'¡Pregúntale    te responde  Envía desde ya tus interrogantes  Seleccionaremos las mejores',yes
'¡Pregúntale    te responde  Envía desde ya tus interrogantes  Seleccionaremos las mejores',yes
'Blanca Valladares lanza su primer trabajo discográfico  Me Cautivaste  #Espectáculos #Música… ',yes
'Fiscal Bharara  Citaciones a venezolanos no es una decisión política #Internacional  ',yes
'Iglesias  La mejor manera es organizar a los venezolanos en la calle #Nacional   ',yes
'MP otorgó protección a familiares de internos desaparecidos en Politáchira #Regiones   ',yes
'Retardo en suministro de combustible afecta al transporte fronterizo #Regiones  ',yes
'Sectores de Valencia sin servicio eléctrico durante tres horas #Ciudad   ',yes
'Inician ciclo de foros #EsquinadeideasValencia #Ciudad  ',yes
'Maduro está jugando con candela  dice dirigente de Voluntad Popular #Ciudad #Valencia   ',yes
' Grupos violentos pretenden perjudicar actividades de la MUD  #Nacional  ',yes
' muertos y  heridos por un coche bomba al noreste de Nigeria #Internacional #Nigeria   ',no
'Busca #LaVerdadImpresa  el semanario de #ElCarabobeño que circula todos los  viernes',no
'Galería Universitaria Braulio Salazar celebra  años de actividad #Ciudad #Valencia   ',yes
'Conindustria  En  la producción ha caído   #Economía  ',no
'#ServicioPúblico Se requiere Trileptal   en suspensión para niña de  años  quien pueda ayudar llamar a Dayrí Blanco al  ',yes
'Pdvsa activó plan de control ante mancha de crudo en el Lago de Maracaibo #Regiones  ',yes
'SERVICIO PÚBLICO    Se requiere para la niña Adriana Revilla el medicamento Trileptal   en suspensión  Contacto  ',yes
'Decubrimiento de América   años y el mundo aún intenta saber la verdad #Nacional  ',no
'#Escucha #HuellaCultural con   de lunes a viernes  a las  PM por #ECradio #Cultura #Tradiciones  gt  gt  ',no
'Lea en #LaVerdadImpresa reportajes de actualidad política  social  económica  cultural y deportiva #ElCarabobeño',yes
'Lea en #LaVerdadImpresa reportajes de actualidad política  social  económica  cultural y deportiva #ElCarabobeño',no
'Los mejores articulistas regionales y nacionales los encontrará en #LaVerdadImpresa  el semanario de #ElCarabobeño',yes
'Track  Movilizaciones opositoras deben ser más desafiantes #Nacional  ',yes
'Papa Francisco imploró un  cese el fuego inmediato  en Siria #Internacional  ',yes
'Busca #LaVerdadImpresa  el semanario de #ElCarabobeño que circula todos los  viernes',yes
'RAFAEL GARCÍA MARVEZ    Un país de bronce y ollas vacías #Opinión  ',yes
'EUMENES FUGUET BORREGALES    Luis Blanco  el primer vacunado en Venezuela #Opinión   ',no
'Entre  y  pacientes diarios no son operados por falta de insumos en Lara #Regiones  #Barquisimeto… ',no
'Allup  Sala Inconstitucional publicó sentencia fiel a su actitud hamponil #Nacional  ',no
'Haro  Sentencia del TSJ sobre el presupuesto demuestra que hay dictadura #Nacional  ',no
'La Vinotinto Sub  buscará este miércoles otra hazaña mundialista #Deportes  ',yes
'Presupuesto  deberá ser presentado ante la Sala Constitucional del TSJ #Nacional  ',no
'Brasil hunde a Venezuela y arrebata a Uruguay el liderato #Deportes  ',yes
'Cachorros eliminaron a Gigantes con ayuda de Contreras y Rondón #Deportes  ',no
'Paraguay vuelve a soñar tras ganar a una gris Argentina #Deportes  ',no
'De la mano de Vidal  Chile derrotó a Perú y tomó aire #Deportes  ',no
'Gigantes arrancó con derrota en la Liga Sudamericana #Deportes  ',no
'Utley y los Dodgers forzaron el decisivo ante Nacionales #Deportes  ',no
'Joey Gallo jugaría con Magallanes en la primera mitad de zafra #Deportes  ',no
'Shakira dona   millones para damnificados en Haití por huracán #Paréntesis  ',yes
'Shakira dona   millones para damnificados en Haití por huracán #Paréntesis  ',yes
'Más de una decena de muertos en las últimas  horas en Carabobo #Sucesos  ',yes
'Detenidos  miembros del ELN acusados de varios asesinatos en Colombia #Internacional  ',yes
'Sebin acusa a Carlos Ocariz de financiar ataque a la GNB en Petare #Nacional  ',no
'Yamile Saleh pide mediación de Santos en liberación de su hijo y Gabriel Valles #Actualidad  ',yes
'Clint Eastwood rodará una película sobre cooperante secuestrada en Somalia #Paréntesis  ',no
'Película venezolana  Desde allá   entre las  cintas que optan al Óscar como mejor film extranjero #Paréntesis… ',yes
'El    de cereales de desayuno analizados por una ONG tienen pesticidas #Paréntesis  ',yes
'Kim Kardashian denuncia por difamación a web que la acusa de inventar robo #Paréntesis  ',yes
'Cloacas llenan casas en Bicentenario  A en Miguel Peña #Comunidad  ',no
'Área rural de Tocuyito es la zona del olvido #Comunidad  ',yes
'Maduro  El precio  justo  del barril de crudo debe superar los  dólares #Economía  ',yes
'Denuncian tres casos de canibalismo en calabozos de la Policía de Táchira #Sucesos  ',yes
'Asesinado chef pastelero en una camioneta de pasajeros #Sucesos  ',yes
'Mueren dos presuntos secuestradores durante OLP en Antímano #Sucesos  ',yes
'Abogada denuncia tratos vejatorios contra Joshua Holt en el Sebin #Sucesos  ',no
'Destituida   de la fuerza policial de Naguanagua por incurrir en delitos #Sucesos  ',no
'Condenado teniente de la GNB por tráfico de droga a República Dominicana #Sucesos  ',yes
'Hallados  cadáveres en mina Nuevo Callao en Tumeremo #Sucesos  ',no
'Seis policías de Táchira serán imputados por situación de rehenes #Sucesos   ',yes
'Seis policías de Táchira serán imputados por situación de rehenes #Sucesos   ',no
'Galería Universitaria Braulio Salazar celebra sus  años #Universidad  ',yes
'Seguridad en campus Bárbula mejoró   durante lapso vacacional #Universidad  ',no
'Santos le exigirá a las FARC la devolución de los desaparecidos #Internacional  ',no
'Piedad Córdoba celebra fallo que levantó su inhabilidad política en Colombia #Internacional  ',yes
'El huracán Nicole se fortalece en su camino hacia las Bermudas #Internacional  ',no
'El presidente de Portugal aparece en un vídeo de propaganda del EI #Internacional  ',yes
'La ONU celebra el diálogo de paz entre el Gobierno de Colombia y ELN #Internacional  ',yes
'Al menos  muertes por cólera en sur de Haití tras paso de Matthew #Internacional  ',yes
'Sanciones de EE UU  a Ortega golpearían economía de Nicaragua #Internacional  ',yes
'Clinton defiende en Miami que el cambio climático es real y urgente #Internacional  ',yes
'Obama critica a republicanos por  tardar tanto  en retirarle apoyo a Trump #Internacional  ',no
'Haití pide ayuda y teme por enfermedades una semana después del huracán #Internacional  ',no
'Santos inaugura Cumbre Mundial de Alcaldes y Líderes Regionales #Internacional  ',yes
'Allup  Sala Inconstitucional publicó sentencia fiel a su actitud hamponil #Nacional   ',no
'Haro  Sentencia del TSJ sobre el presupuesto demuestra que hay dictadura #Nacional  ',yes
'Presupuesto  deberá ser presentado ante la Sala Constitucional del TSJ #Nacional  ',yes
'OLP dejó a  delincuentes abatidos en cinco estados del país #Nacional  ',no
'Ocariz  No queremos rebelión  queremos elección #Nacional  ',yes
'Instalado grupo interparlamentario de amistad Venezuela Italia #Nacional  ',yes
'Instalado grupo interparlamentario de amistad Venezuela Italia #Nacional  ',no
'Este  de octubre será feriado bancario #Nacional  ',no
'Los Guayos y Carlos Arvelo listos para recolectar   de firmas #Regiones  ',yes
'Ganaderos venezolanos víctimas del ELN y FARC deben participar en diálogo #Regiones  ',no
'Gobierno anuncia aplicación de un millón de toxoides en Bolívar #Regiones  ',yes
'Pdvsa activó plan de control ante mancha de crudo en el Lago de Maracaibo #Regiones  ',yes
'Carlos Ñáñez   millones de venezolanos se mueren de hambre #Ciudad  ',yes
'Este sábado termina la feria escolar de la alcaldía en la plaza Bolívar #Ciudad  ',no
'Aarón Rodríguez  La educación se convirtió en un lujo para venezolanos #Ciudad  ',yes
'Amengual  Más de un millón de carabobeños nos movilizaremos por el RR #Ciudad  ',no
'Médicos protestaron por falta de medicinas en La Viña #Ciudad  ',no
'Más de mil niños diarios se recibirán en el Chamario de la Filuc #Ciudad  ',yes
'¡Pregúntale    te responde  Envía desde ya tus interrogantes  Seleccionaremos las mejores',yes
'Santos le exigirá a las FARC la devolución de los desaparecidos #Internacional  ',yes
'El    de cereales de desayuno analizados por una ONG tienen pesticidas #Salud  ',no
'Capriles llama al director del Sebin  pirata  #Nacional  ',no
